Measure ID,Measure Name,Value Set Name,Value Set OID
W30,Well-Child Visits in the First 30 Months of Life,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
WCC,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents,BMI Percentile,2.16.840.1.113883.3.464.1004.1038
WCC,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents,Encounter for Physical Activity Counseling,2.16.840.1.113883.3.464.1004.2483
WCC,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
WCC,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
WCC,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents,Nutrition Counseling,2.16.840.1.113883.3.464.1004.1190
WCC,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents,Outpatient,2.16.840.1.113883.3.464.1004.1202
WCC,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents,Physical Activity Counseling,2.16.840.1.113883.3.464.1004.1213
WCC,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents,Pregnancy,2.16.840.1.113883.3.464.1004.1219
WCV,Child and Adolescent Well-Care Visits,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
WCV,Child and Adolescent Well-Care Visits,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
WCV,Child and Adolescent Well-Care Visits,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
WCV,Child and Adolescent Well-Care Visits,Encounter for Well Care,2.16.840.1.113883.3.464.1004.2480
WCV,Child and Adolescent Well-Care Visits,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
WCV,Child and Adolescent Well-Care Visits,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
WCV,Child and Adolescent Well-Care Visits,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
WCV,Child and Adolescent Well-Care Visits,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
WCV,Child and Adolescent Well-Care Visits,Online Assessments,2.16.840.1.113883.3.464.1004.1446
WCV,Child and Adolescent Well-Care Visits,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
WCV,Child and Adolescent Well-Care Visits,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
WCV,Child and Adolescent Well-Care Visits,Well Care Visit,2.16.840.1.113883.3.464.1004.2479
WCV,Child and Adolescent Well-Care Visits,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
